Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Marianne Oppedal	AP	32	Female	Norsk		1962	No	Rogaland	1102	Sandnes
Tonny Else Salte	AP	33	Female	Norsk		1945	No	Rogaland	1102	Sandnes
Margunn Fjetland Sjølyst	AP	34	Female	Norsk		1956	No	Rogaland	1102	Sandnes
Svein M. Stangeland	AP	35	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Karen Irene Stangeland	AP	36	Female	Norsk		1945	No	Rogaland	1102	Sandnes
Hanne Berit Sunde	AP	37	Female	Norsk		1956	No	Rogaland	1102	Sandnes
Sigve Tengesdal	AP	38	Male	Norsk		1938	No	Rogaland	1102	Sandnes
Monica Vatnekvam	AP	39	Female	Norsk		1980	No	Rogaland	1102	Sandnes
Karin Aarre	AP	40	Female	Norsk		1963	No	Rogaland	1102	Sandnes
Jan Erik Høllesli	DEMN	1	Male	Norsk		1956	Yes	Rogaland	1102	Sandnes
Kari-Gunn Erikstad	DEMN	2	Female	Norsk		1954	No	Rogaland	1102	Sandnes
Anne-Marie Kolnes	DEMN	3	Female	Norsk		1953	No	Rogaland	1102	Sandnes
Terje Søiland	DEMN	4	Male	Norsk		1961	No	Rogaland	1102	Sandnes
Dan Haugsengen	DEMN	5	Male	Norsk		1992	No	Rogaland	1102	Sandnes
Carl Waylon Nelson	DEMN	6	Male	Norsk		1964	No	Rogaland	1102	Sandnes
Mikal Monslaup	DEMN	7	Male	Norsk		1988	No	Rogaland	1102	Sandnes
Pål Morten Borgli	FRP	1	Male	Norsk		1967	Yes	Rogaland	1102	Sandnes
Kåre Ludwig Jørgensen	FRP	2	Male	Norsk		1955	Yes	Rogaland	1102	Sandnes
Henny Marie Mauritzen	FRP	3	Female	Norsk		1958	Yes	Rogaland	1102	Sandnes
Sissel Vikse Falch	FRP	4	Female	Norsk		1968	Yes	Rogaland	1102	Sandnes
Jarl Mangor Malmin	FRP	5	Male	Norsk		1965	Yes	Rogaland	1102	Sandnes
Inger-Lise Erga	FRP	6	Female	Norsk		1962	No	Rogaland	1102	Sandnes
Tore Martinsen	FRP	7	Male	Norsk		1981	No	Rogaland	1102	Sandnes
Sigbjørn Flørli	FRP	8	Male	Norsk		1976	No	Rogaland	1102	Sandnes
Wenche Elisabeth Meinich-Bache	FRP	9	Female	Norsk		1958	No	Rogaland	1102	Sandnes
Tore Andreas Haaland	FRP	10	Male	Norsk		1963	No	Rogaland	1102	Sandnes
Sigurd Trones	FRP	11	Male	Norsk		1966	No	Rogaland	1102	Sandnes
Glenn Torkelsen	FRP	12	Male	Norsk		1981	No	Rogaland	1102	Sandnes
Ellen Karin Moen	FRP	13	Female	Norsk		1967	No	Rogaland	1102	Sandnes
Hayley Anita Henriksen	FRP	14	Female	Norsk		1988	No	Rogaland	1102	Sandnes
Paul Singvald Oliversen	FRP	15	Male	Norsk		1950	No	Rogaland	1102	Sandnes
Hanne Kjersti Tveit	FRP	16	Female	Norsk		1973	No	Rogaland	1102	Sandnes
Tron Håland	FRP	17	Male	Norsk		1948	No	Rogaland	1102	Sandnes
Turid Gerd Grimstad	FRP	18	Female	Norsk		1948	No	Rogaland	1102	Sandnes
Linda Marie Ødegård	FRP	19	Female	Norsk		1978	No	Rogaland	1102	Sandnes
Anne-Barbro Whyte	FRP	20	Female	Norsk		1971	No	Rogaland	1102	Sandnes
Stian Bauge	FRP	21	Male	Norsk		1981	No	Rogaland	1102	Sandnes
Jakob Sanne	FRP	22	Male	Norsk		1965	No	Rogaland	1102	Sandnes
Arne Lende	FRP	23	Male	Norsk		1939	No	Rogaland	1102	Sandnes
Nina Kristine Flørli	FRP	24	Female	Norsk		1984	No	Rogaland	1102	Sandnes
Gustav Dunsæd	FRP	25	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Kristoffer Birkedal	FRP	26	Male	Norsk		1992	No	Rogaland	1102	Sandnes
Randi Amalia Skretting	FRP	27	Female	Norsk		1977	No	Rogaland	1102	Sandnes
Ola Staverløkk	FRP	28	Male	Norsk		1980	No	Rogaland	1102	Sandnes
Richard Kvennejorde	FRP	29	Male	Norsk		1985	No	Rogaland	1102	Sandnes
Lene Stava	FRP	30	Female	Norsk		1984	No	Rogaland	1102	Sandnes
Elisabeth Follo Tjelta	FRP	31	Female	Norsk		1960	No	Rogaland	1102	Sandnes
Kristoffer H. Nagell-Dahl	FRP	32	Male	Norsk		1971	No	Rogaland	1102	Sandnes
Glenn Øgreid	FRP	33	Male	Norsk		1974	No	Rogaland	1102	Sandnes
Harry Nilsen	FRP	34	Male	Norsk		1961	No	Rogaland	1102	Sandnes
Norunn Marie Koksvik	H	1	Female	Norsk		1953	Yes	Rogaland	1102	Sandnes
Olav Birkeland	H	2	Male	Norsk		1942	No	Rogaland	1102	Sandnes
Håkon Vagle	H	3	Male	Norsk		1992	No	Rogaland	1102	Sandnes
Anaida Ajanic	H	4	Female	Norsk	Nigerian	1971	No	Rogaland	1102	Sandnes
Ritva Helena Andersen	H	5	Female	Norsk	Finnish	1939	No	Rogaland	1102	Sandnes
Kenneth Austrått	H	6	Male	Norsk		1987	No	Rogaland	1102	Sandnes
Anne Grethe Brandal	H	7	Female	Norsk		1967	No	Rogaland	1102	Sandnes
Eivind Dalene	H	8	Male	Norsk		1968	No	Rogaland	1102	Sandnes
Unni Egeland	H	9	Female	Norsk		1959	No	Rogaland	1102	Sandnes
Jan Eide	H	10	Male	Norsk		1987	No	Rogaland	1102	Sandnes
Liv Bente Eldholm	H	11	Female	Norsk		1946	No	Rogaland	1102	Sandnes
Heidi Birch Emmerhoff	H	12	Female	Norsk		1980	No	Rogaland	1102	Sandnes
Hogne Flåt	H	13	Male	Norsk		1976	No	Rogaland	1102	Sandnes
Magne Torbjørn Frøyland	H	14	Male	Norsk		1948	No	Rogaland	1102	Sandnes
Stig Atle Haakull	H	15	Male	Norsk		1970	No	Rogaland	1102	Sandnes
Ingrid Helland	H	16	Female	Norsk		1966	No	Rogaland	1102	Sandnes
Morten Helvig	H	17	Male	Norsk		1977	No	Rogaland	1102	Sandnes
Irene Tuxen Henriksen	H	18	Female	Norsk		1966	No	Rogaland	1102	Sandnes
Gorm Elias Hognestad	H	19	Male	Norsk		1931	No	Rogaland	1102	Sandnes
Merete Nielsen Høle	H	20	Female	Norsk		1963	No	Rogaland	1102	Sandnes
Solgull Ingrid Klette	H	21	Female	Norsk		1960	No	Rogaland	1102	Sandnes
Inger Klippen	H	22	Female	Norsk		1973	No	Rogaland	1102	Sandnes
Kurt Ove Langhelle	H	23	Male	Norsk		1970	No	Rogaland	1102	Sandnes
Carsten Line	H	24	Male	Norsk		1964	No	Rogaland	1102	Sandnes
Bente Løkke-Sørensen	H	25	Female	Norsk		1961	No	Rogaland	1102	Sandnes
Åshild Martens	H	26	Female	Norsk		1965	No	Rogaland	1102	Sandnes
Ragnvald Nilsen	H	27	Male	Norsk		1977	No	Rogaland	1102	Sandnes
Arne Norheim	H	28	Male	Norsk		1937	No	Rogaland	1102	Sandnes
Fredrik Theis Omdahl	H	29	Male	Norsk		1931	No	Rogaland	1102	Sandnes
Anne Marie Pollestad	H	30	Female	Norsk		1947	No	Rogaland	1102	Sandnes
Ellen Synnøve Refsnes	H	31	Female	Norsk		1940	No	Rogaland	1102	Sandnes
Kenny Ettore Rettore	H	32	Male	Norsk		1968	No	Rogaland	1102	Sandnes
Ingrid Roth	H	33	Female	Norsk		1968	No	Rogaland	1102	Sandnes
Trond Jarle Rørvik	H	34	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Thor Magne Seland	H	35	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Marie Singelstad	H	36	Female	Norsk		1983	No	Rogaland	1102	Sandnes
Sveinung Magne Skjørestad	H	37	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Guttorm Skretting	H	38	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Torstein Skretting	H	39	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Vetle Haffner Slørdal	H	40	Male	Norsk		1991	No	Rogaland	1102	Sandnes
Jaroslaw Sobon	H	41	Male	Norsk	West Slavic	1960	No	Rogaland	1102	Sandnes
Guttorm Stangeland	H	42	Male	Norsk		1969	No	Rogaland	1102	Sandnes
Anny-Bodhild Thu	H	43	Female	Norsk		1954	No	Rogaland	1102	Sandnes
Leif Magne Thu	H	44	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Ine Vasshus	H	45	Female	Norsk		1976	No	Rogaland	1102	Sandnes
Lisbeth Vikse	H	46	Female	Norsk		1947	No	Rogaland	1102	Sandnes
Geir Vinnes	H	47	Male	Norsk		1963	No	Rogaland	1102	Sandnes
Anne Cathrin Østebø	H	48	Female	Norsk		1974	No	Rogaland	1102	Sandnes
Signe Johanna Nijkamp	KRF	1	Female	Norsk		1950	Yes	Rogaland	1102	Sandnes
Oddny Helen Turøy	KRF	2	Female	Norsk		1974	Yes	Rogaland	1102	Sandnes
Monica Adutwum	KRF	3	Female	Norsk		1973	No	Rogaland	1102	Sandnes
Hans Johan F J Ananiassen	KRF	4	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Ruben Bakke	KRF	5	Male	Norsk		1992	No	Rogaland	1102	Sandnes
Rune Bekkvik	KRF	6	Male	Norsk		1970	No	Rogaland	1102	Sandnes
Bjørn Bråtveit	KRF	7	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Aase Bøe	KRF	8	Female	Norsk		1959	No	Rogaland	1102	Sandnes
Ellen Marie Crocker	KRF	9	Female	Norsk		1951	No	Rogaland	1102	Sandnes
Helge Hieronymus Dragsund	KRF	10	Male	Norsk		1974	No	Rogaland	1102	Sandnes
Gård Engedal	KRF	11	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Cecilie Espedal	KRF	12	Female	Norsk		1986	No	Rogaland	1102	Sandnes
Karoline Flister	KRF	13	Female	Norsk		1991	No	Rogaland	1102	Sandnes
Tor Flugsrud	KRF	14	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Knut Reier Indrebø	KRF	15	Male	Norsk		1979	No	Rogaland	1102	Sandnes
Jøran Orstad Johnsen	KRF	16	Male	Norsk		1980	No	Rogaland	1102	Sandnes
Ingvar Josdal	KRF	17	Male	Norsk		1959	No	Rogaland	1102	Sandnes
Eli Loen	KRF	18	Female	Norsk		1970	No	Rogaland	1102	Sandnes
Cathrine Lyngbø	KRF	19	Female	Norsk		1985	No	Rogaland	1102	Sandnes
Hege Nevestveit	KRF	20	Female	Norsk		1994	No	Rogaland	1102	Sandnes
Anita Nygård	KRF	21	Female	Norsk		1968	No	Rogaland	1102	Sandnes
Daniel Overskott	KRF	22	Male	Norsk		1990	No	Rogaland	1102	Sandnes
Reidar Røyland	KRF	23	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Gunnlaug Skare-Nilsen	KRF	24	Female	Norsk		1968	No	Rogaland	1102	Sandnes
Sveinung Skretting	KRF	25	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Isabel Vetrhus Stangeland	KRF	26	Female	Norsk		1944	No	Rogaland	1102	Sandnes
Jan Stokka	KRF	27	Male	Norsk		1955	No	Rogaland	1102	Sandnes
Endre Storli	KRF	28	Male	Norsk		1992	No	Rogaland	1102	Sandnes
Maria Lisette Svendsen	KRF	29	Female	Norsk		1991	No	Rogaland	1102	Sandnes
Sigmund Svendsen	KRF	30	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Hilde Katrine Sværen-Hjulstad	KRF	31	Female	Norsk		1977	No	Rogaland	1102	Sandnes
Jørn Arve Søraa	KRF	32	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Lars Sigurd Tjelle	KRF	33	Male	Norsk		1964	No	Rogaland	1102	Sandnes
Jorun Vaage	KRF	34	Female	Norsk		1960	No	Rogaland	1102	Sandnes
Tanja Øvrebø-Nilsen	KRF	35	Female	Norsk		1975	No	Rogaland	1102	Sandnes
Øyvind Aasen	KRF	36	Male	Norsk		1968	No	Rogaland	1102	Sandnes
Kjersti M. A. Gilje	KSP	1	Female	Norsk		1959	Yes	Rogaland	1102	Sandnes
Tom Walther Håland	KSP	2	Male	Norsk		1957	Yes	Rogaland	1102	Sandnes
Tommy Andre Gimsøy	KSP	3	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Tina Marie Nevland	KSP	4	Female	Norsk		1981	No	Rogaland	1102	Sandnes
Isak Skorpen	KSP	5	Male	Norsk		1934	No	Rogaland	1102	Sandnes
Henriette Karin Gilje	KSP	6	Female	Norsk		1981	No	Rogaland	1102	Sandnes
Anne Mai Haugland	KSP	7	Female	Norsk		1988	No	Rogaland	1102	Sandnes
Eirin Cecilie Gjedrem	MDG	1	Female	Norsk		1986	Yes	Rogaland	1102	Sandnes
Martin Nygård Haug	MDG	2	Male	Norsk		1991	Yes	Rogaland	1102	Sandnes
Dag Flatekval Dale	MDG	3	Male	Norsk		1967	Yes	Rogaland	1102	Sandnes
Samuel Nævland	MDG	4	Male	Norsk		1978	No	Rogaland	1102	Sandnes
Jon Torger Salte	MDG	5	Male	Norsk		1991	No	Rogaland	1102	Sandnes
Tommy Rasmussen	MDG	6	Male	Norsk		1976	No	Rogaland	1102	Sandnes
Anne Svensen	MDG	7	Female	Norsk		1977	No	Rogaland	1102	Sandnes
Sabri Cetintas	MDG	8	Male	Norsk	Italian	1976	No	Rogaland	1102	Sandnes
Johanne Skog Gripsrud	MDG	9	Female	Norsk		1916	No	Rogaland	1102	Sandnes
Roald Armand Lende	PP	1	Male	Norsk		1938	Yes	Rogaland	1102	Sandnes
Jakob Ivar Grude	PP	2	Male	Norsk		1944	Yes	Rogaland	1102	Sandnes
Suzanne Bollie	PP	3	Female	Norsk		1938	Yes	Rogaland	1102	Sandnes
Ivar Gunnleif Vølstad	PP	4	Male	Norsk		1944	No	Rogaland	1102	Sandnes
Steinar Kjell Lima	PP	5	Male	Norsk		1938	No	Rogaland	1102	Sandnes
Aase Aadnøy	PP	6	Female	Norsk		1932	No	Rogaland	1102	Sandnes
Odd Reidar Gausel	PP	7	Male	Norsk		1949	No	Rogaland	1102	Sandnes
Bjørg Jørgensen	PP	8	Female	Norsk		1940	No	Rogaland	1102	Sandnes
Jan Vidar Gausel	PP	9	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Marinius Hegre	PP	10	Male	Norsk		1928	No	Rogaland	1102	Sandnes
Ragnar Sundli	PP	11	Male	Norsk		1932	No	Rogaland	1102	Sandnes
Jostein Asheim	PP	12	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Judith Tednes Grude	PP	13	Female	Norsk		1942	No	Rogaland	1102	Sandnes
Ivar Simonsen	PP	14	Male	Norsk		1930	No	Rogaland	1102	Sandnes
Ragna Jørgine Grønnestad	PP	15	Female	Norsk		1931	No	Rogaland	1102	Sandnes
Oddmund Steinar Aadnøy	PP	16	Male	Norsk		1931	No	Rogaland	1102	Sandnes
Bjørg Eikeland	PP	17	Female	Norsk		1935	No	Rogaland	1102	Sandnes
Mia Kolrud	R	1	Female	Norsk		1989	Yes	Rogaland	1102	Sandnes
Svietlana M. Starostina	R	2	Female	Norsk	East Slavic	1987	No	Rogaland	1102	Sandnes
Lars Røgenes	R	3	Male	Norsk		1986	No	Rogaland	1102	Sandnes
Tor Bøe	R	4	Male	Norsk		1942	No	Rogaland	1102	Sandnes
Liv-Randi Bilstad	R	5	Female	Norsk		1962	No	Rogaland	1102	Sandnes
Sveinung Krågeland	R	6	Male	Norsk		1991	No	Rogaland	1102	Sandnes
Petter Christian Kolrud	R	7	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Lisbet Torgersen	R	8	Female	Norsk		1952	No	Rogaland	1102	Sandnes
Martin S. Håland	SP	1	Male	Norsk		1949	Yes	Rogaland	1102	Sandnes
Sofie Margrethe Selvikvåg	SP	2	Female	Norsk		1958	Yes	Rogaland	1102	Sandnes
Morten Malmin	SP	3	Male	Norsk		1979	No	Rogaland	1102	Sandnes
Reidun Bjaanes Hov	SP	4	Female	Norsk		1955	No	Rogaland	1102	Sandnes
Johan Martin Larsen	SP	5	Male	Norsk		1961	No	Rogaland	1102	Sandnes
Torhild Skadsem	SP	6	Female	Norsk		1961	No	Rogaland	1102	Sandnes
Jan Egil Skjørestad	SP	7	Male	Norsk		1963	No	Rogaland	1102	Sandnes
Jorunn Lura Haaland	SP	8	Female	Norsk		1963	No	Rogaland	1102	Sandnes
Olav Paul Høivik	SP	9	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Kristine Edland	SP	10	Female	Norsk		1950	No	Rogaland	1102	Sandnes
Ingrid Alise Asheim	SP	11	Female	Norsk		1960	No	Rogaland	1102	Sandnes
Jostein Asheim	SP	12	Male	Norsk		1960	No	Rogaland	1102	Sandnes
Olav Auestad	SP	13	Male	Norsk		1950	No	Rogaland	1102	Sandnes
Garmann Auklend	SP	14	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Halvar Austvoll	SP	15	Male	Norsk		1945	No	Rogaland	1102	Sandnes
Ole Bakke	SP	16	Male	Norsk		1946	No	Rogaland	1102	Sandnes
Einar Brunes	SP	17	Male	Norsk		1928	No	Rogaland	1102	Sandnes
Martin Dyvik	SP	18	Male	Norsk		1934	No	Rogaland	1102	Sandnes
Karl Egeland	SP	19	Male	Norsk		1950	No	Rogaland	1102	Sandnes
Arve Fløysvik	SP	20	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Martin Folkvord	SP	21	Male	Norsk		1982	No	Rogaland	1102	Sandnes
Svein Folkvord	SP	22	Male	Norsk		1949	No	Rogaland	1102	Sandnes
Olav Furenes	SP	23	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Per Furenes	SP	24	Male	Norsk		1946	No	Rogaland	1102	Sandnes
Aina Gjesdal	SP	25	Female	Norsk		1966	No	Rogaland	1102	Sandnes
Arve Ingvar Gramstad	SP	26	Male	Norsk		1971	No	Rogaland	1102	Sandnes
Anne Margrete Haga	SP	27	Female	Norsk		1941	No	Rogaland	1102	Sandnes
Leidulv Harboe	SP	28	Male	Norsk		1969	No	Rogaland	1102	Sandnes
Håkon Hetland	SP	29	Male	Norsk		1963	No	Rogaland	1102	Sandnes
Svein Harald Hommeland	SP	30	Male	Norsk		1944	No	Rogaland	1102	Sandnes
Per Gunnar Haarr	SP	31	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Paul Kyllingstad	SP	32	Male	Norsk		1949	No	Rogaland	1102	Sandnes
Anna Langhelle	SP	33	Female	Norsk		1940	No	Rogaland	1102	Sandnes
Tor Magne Lima	SP	34	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Pål Malmin	SP	35	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Alf Nævland	SP	36	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Sigrunn Marie Oddsen	SP	37	Female	Norsk		1948	No	Rogaland	1102	Sandnes
Morten Oseland	SP	38	Male	Norsk		1964	No	Rogaland	1102	Sandnes
Brit Stokkeland Raugstad	SP	39	Female	Norsk		1947	No	Rogaland	1102	Sandnes
Rolf Røynlid	SP	40	Male	Norsk		1949	No	Rogaland	1102	Sandnes
Kari Anne Sinnes	SP	41	Female	Norsk		1957	No	Rogaland	1102	Sandnes
Ivar Skjørestad	SP	42	Male	Norsk		1959	No	Rogaland	1102	Sandnes
Gerd Hildbjørg Svensen	SP	43	Female	Norsk		1959	No	Rogaland	1102	Sandnes
Tor Arvid Tjessem	SP	44	Male	Norsk		1967	No	Rogaland	1102	Sandnes
Gaute Tjetland	SP	45	Male	Norsk		1961	No	Rogaland	1102	Sandnes
Kirsten Hognestad Tveit	SP	46	Female	Norsk		1964	No	Rogaland	1102	Sandnes
Bernt Inge Vold	SP	47	Male	Norsk		1946	No	Rogaland	1102	Sandnes
Mari Mette Wathne	SP	48	Female	Norsk		1959	No	Rogaland	1102	Sandnes
Tordis Aareskjold	SP	49	Female	Norsk		1946	No	Rogaland	1102	Sandnes
Leiv Velle Åreskjold	SP	50	Male	Norsk		1962	No	Rogaland	1102	Sandnes
Jan Refsnes	SV	1	Male	Norsk		1951	Yes	Rogaland	1102	Sandnes
Heidi Bjerga	SV	2	Female	Norsk		1958	Yes	Rogaland	1102	Sandnes
Arvid Erga	SV	3	Male	Norsk		1968	Yes	Rogaland	1102	Sandnes
Linda Pernille Edvardsen	SV	4	Female	Norsk		1974	No	Rogaland	1102	Sandnes
Robert Ian Ippolito	SV	5	Male	Norsk	Italian	1993	No	Rogaland	1102	Sandnes
Eva Beate Vikeså Watne	SV	6	Female	Norsk		1952	No	Rogaland	1102	Sandnes
Trude Nytun	SV	7	Female	Norsk		1992	No	Rogaland	1102	Sandnes
Svein Vathne	SV	8	Male	Norsk		1976	No	Rogaland	1102	Sandnes
Linda Nesse	SV	9	Female	Norsk		1992	No	Rogaland	1102	Sandnes
Torbjørn Hyldmo	SV	10	Male	Norsk		1942	No	Rogaland	1102	Sandnes
Kjell Amdal	SV	11	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Bjørg Gunvor Arntsen	SV	12	Female	Norsk		1956	No	Rogaland	1102	Sandnes
Ingeborg Anzjøn	SV	13	Female	Norsk		1964	No	Rogaland	1102	Sandnes
Aleksander Berge	SV	14	Male	Norsk		1985	No	Rogaland	1102	Sandnes
Eva-Tone Breivik	SV	15	Female	Norsk		1981	No	Rogaland	1102	Sandnes
Tor Arne Grøtteland	SV	16	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Fartein Haga	SV	17	Male	Norsk		1964	No	Rogaland	1102	Sandnes
Henning Åsland Lima	SV	18	Male	Norsk		1970	No	Rogaland	1102	Sandnes
Jeanette Stangeland Løvik	SV	19	Female	Norsk		1975	No	Rogaland	1102	Sandnes
Elbjørg Melbøe	SV	20	Female	Norsk		1953	No	Rogaland	1102	Sandnes
Nils Steinar Melbø	SV	21	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Margunn Mossige	SV	22	Female	Norsk		1954	No	Rogaland	1102	Sandnes
Osvald Ragnvald Mæhle	SV	23	Male	Norsk		1945	No	Rogaland	1102	Sandnes
Elisabeth Næsheim	SV	24	Female	Norsk		1982	No	Rogaland	1102	Sandnes
Hilde Dorthea Nesvåg	SV	25	Female	Norsk		1959	No	Rogaland	1102	Sandnes
Oladele Olakiitan Olawole	SV	26	Male	Norsk	Ethiopian	1961	No	Rogaland	1102	Sandnes
Per Arnt Olsen	SV	27	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Gina Osaland	SV	28	Female	Norsk		1952	No	Rogaland	1102	Sandnes
Egil Øivind Ovesen	SV	29	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Gerd Karin Ovesen	SV	30	Female	Norsk		1947	No	Rogaland	1102	Sandnes
Øyvind Røberg	SV	31	Male	Norsk		1959	No	Rogaland	1102	Sandnes
Monika Anna Røthle	SV	32	Female	Norsk		1951	No	Rogaland	1102	Sandnes
Arvid Sandal	SV	33	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Frede Bloch Simonsen	SV	34	Male	Norsk		1938	No	Rogaland	1102	Sandnes
Anne Kirsti Skramstad	SV	35	Female	Norsk		1955	No	Rogaland	1102	Sandnes
Rita Sunde	SV	36	Female	Norsk		1976	No	Rogaland	1102	Sandnes
Liv Svendal	SV	37	Female	Norsk		1953	No	Rogaland	1102	Sandnes
Svein Tellefsen	SV	38	Male	Norsk		1947	No	Rogaland	1102	Sandnes
Per Eddie Tokvam	SV	39	Male	Norsk		1953	No	Rogaland	1102	Sandnes
Jan Oddvard Thorsen	SV	40	Male	Norsk		1951	No	Rogaland	1102	Sandnes
Svein Erik Tuastad	SV	41	Male	Norsk		1962	No	Rogaland	1102	Sandnes
Gunnar Tønnesen	SV	42	Male	Norsk		1948	No	Rogaland	1102	Sandnes
Lars Martin Øverland	SV	43	Male	Norsk		1947	No	Rogaland	1102	Sandnes
Alfred Aarsvoll	SV	44	Male	Norsk		1957	No	Rogaland	1102	Sandnes
Aastein Aase	SV	45	Male	Norsk		1938	No	Rogaland	1102	Sandnes
Helge Line Aasland	SV	46	Male	Norsk		1979	No	Rogaland	1102	Sandnes
Tove Frantzen	V	1	Female	Norsk		1962	Yes	Rogaland	1102	Sandnes
Knut Olaf Eldhuset	V	2	Male	Norsk		1955	Yes	Rogaland	1102	Sandnes
Gunnar Stephen Meinich-Bache	V	3	Male	Norsk		1973	Yes	Rogaland	1102	Sandnes
Tove Evy Rasmussen	V	4	Female	Norsk		1956	No	Rogaland	1102	Sandnes
Nina Marie Vik	V	5	Female	Norsk		1982	No	Rogaland	1102	Sandnes
Alexander Sjursæther	V	6	Male	Norsk		1991	No	Rogaland	1102	Sandnes
Roar Malmin	V	7	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Asmar Rasoul Aliaei	V	8	Female	Norsk		1962	No	Rogaland	1102	Sandnes
Berit Marie Vik	V	9	Female	Norsk		1948	No	Rogaland	1102	Sandnes
Geir Bergstrøm	V	10	Male	Norsk		1984	No	Rogaland	1102	Sandnes
Elise Constance F. Grude	V	11	Female	Norsk		1978	No	Rogaland	1102	Sandnes
Per Hassel Sørensen	V	12	Male	Norsk		1962	No	Rogaland	1102	Sandnes
Magne Birger Bertelsen	V	13	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Arno Bratland	V	14	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Maciej Olaf Brzozowski	V	15	Male	Norsk	West Slavic	1980	No	Rogaland	1102	Sandnes
Jostein Brun	V	16	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Joar Eilevstjønn	V	17	Male	Norsk		1976	No	Rogaland	1102	Sandnes
Per Inge Fjelde	V	18	Male	Norsk		1939	No	Rogaland	1102	Sandnes
Per Fjellheim	V	19	Male	Norsk		1966	No	Rogaland	1102	Sandnes
Øivind Frøiland	V	20	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Hilde Gunn Grønneberg	V	21	Female	Norsk		1951	No	Rogaland	1102	Sandnes
Torstein Hagen	V	22	Male	Norsk		1983	No	Rogaland	1102	Sandnes
Arild Helgøy	V	23	Male	Norsk		1975	No	Rogaland	1102	Sandnes
Jan Henning Hestad	V	24	Male	Norsk		1956	No	Rogaland	1102	Sandnes
Tanja Huglen	V	25	Female	Norsk		1971	No	Rogaland	1102	Sandnes
Magne Hægeland	V	26	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Kjell Haavard Høie	V	27	Male	Norsk		1980	No	Rogaland	1102	Sandnes
Vidar Kenneth Johansen	V	28	Male	Norsk		1962	No	Rogaland	1102	Sandnes
Atlak Kvinen	V	29	Male	Norsk		1973	No	Rogaland	1102	Sandnes
Alexander Asheim Kyllevik	V	30	Male	Norsk		1987	No	Rogaland	1102	Sandnes
Einar Michelsen	V	31	Male	Norsk		1952	No	Rogaland	1102	Sandnes
Ingrid Misje	V	32	Female	Norsk		1952	No	Rogaland	1102	Sandnes
Astrid Mork	V	33	Female	Norsk		1944	No	Rogaland	1102	Sandnes
Hartvig Munthe-Kaas Olsen	V	34	Male	Norsk		1968	No	Rogaland	1102	Sandnes
Torleiv Robberstad	V	35	Male	Norsk		1936	No	Rogaland	1102	Sandnes
Gaute Rostrup	V	36	Male	Norsk		1947	No	Rogaland	1102	Sandnes
Jan Harald Pettersen	V	37	Male	Norsk		1954	No	Rogaland	1102	Sandnes
Kari Sande	V	38	Female	Norsk		1947	No	Rogaland	1102	Sandnes
Torgeir Skretting	V	39	Male	Norsk		1943	No	Rogaland	1102	Sandnes
Njål Gaute Solland	V	40	Male	Norsk		1971	No	Rogaland	1102	Sandnes
Heidi Stangeland	V	41	Female	Norsk		1970	No	Rogaland	1102	Sandnes
Bjørn Asle Taranger	V	42	Male	Norsk		1969	No	Rogaland	1102	Sandnes
